TechRep,Sample.Name,Standard,TissueWeight,Solvent,Area.Xanthophyll,Lutein Conversion,ug/g dry Lutein,Area.Lycopene,Lycopene Conversion,ug/g dry Lycopene,Area.zeta-Carotene,Zeta Conversion,ug/g dry Zeta,Area.alpha-Carotene,Alpha Conversion,ug/g dry Alpha,Area.beta-Carotene,Beta Conversion,ug/g dry Beta,Area.Phytoene,Phytoene Conversion,ug/g dry Phytoene,Total
80086,80086,49643.97087,0.101,1.814871017,58644,1.181291484,21.22665026,,0,0,,0,0,,0,0,,0,0,,0,0,21.22665026
80086B,80086,49643.97087,0.101,1.814871017,61755,1.243957704,22.35270081,,0,0,,0,0,,0,0,,0,0,,0,0,22.35270081
80087,80087,49643.97087,0.1,1.679817906,61034,1.229434288,20.65225732,,0,0,,0,0,,0,0,15438,0.310974318,5.223802282,,0,0,25.8760596
80087B,80087,49643.97087,0.1,1.679817906,64304,1.295303314,21.75873701,,0,0,,0,0,,0,0,15290,0.30799309,5.173723079,,0,0,26.93246009
80088,80088,49643.97087,0.1,1.811836115,13969,0.281383615,5.098209964,,0,0,,0,0,,0,0,,0,0,,0,0,5.098209964
80088B,80088,49643.97087,0.1,1.811836115,14477,0.291616479,5.283612689,,0,0,,0,0,,0,0,,0,0,,0,0,5.283612689
80090,80090,49643.97087,0.101,1.784522003,19889,0.400632739,7.078593436,,0,0,,0,0,,0,0,,0,0,,0,0,7.078593436
80090B,80090,49643.97087,0.101,1.784522003,20390,0.410724598,7.256901813,,0,0,,0,0,,0,0,,0,0,,0,0,7.256901813
80091,80091,49643.97087,0.101,1.743550835,25926,0.522238643,9.015342798,,0,0,,0,0,,0,0,,0,0,,0,0,9.015342798
80091B,80091,49643.97087,0.101,1.743550835,26618,0.536177899,9.255974489,,0,0,,0,0,,0,0,,0,0,,0,0,9.255974489
80093,80093,49643.97087,0.035,1.775417299,14818,0.29848539,15.14103213,,0,0,,0,0,,0,0,,0,0,,0,0,15.14103213
80093B,80093,49643.97087,0.035,1.775417299,14989,0.301929917,15.31575993,,0,0,,0,0,,0,0,,0,0,,0,0,15.31575993
80094,80094,49643.97087,0.1,1.813353566,27972,0.563452107,10.21737888,,0,0,,0,0,,0,0,,0,0,,0,0,10.21737888
80094B,80094,49643.97087,0.1,1.813353566,27830,0.56059174,10.1655103,,0,0,,0,0,,0,0,,0,0,,0,0,10.1655103
80096,80096,49643.97087,0.1,1.790591806,50128,1.009750008,18.08050091,,0,0,,0,0,,0,0,,0,0,,0,0,18.08050091
80096B,80096,49643.97087,0.1,1.790591806,51992,1.047297367,18.75282084,,0,0,,0,0,,0,0,,0,0,,0,0,18.75282084
80097,80097,49643.97087,0.101,1.831562974,4390,0.088429671,1.603609018,,0,0,,0,0,8708,0.175409014,3.180917387,,0,0,,0,0,4.784526405
80098,80098,49643.97087,0.1,1.796661608,58184,1.172025504,21.05733228,,0,0,,0,0,20914,0.421279757,7.568971664,30426,0.612884092,11.01145318,,0,0,39.63775713
80098B,80098,49643.97087,0.1,1.796661608,59808,1.20473844,21.64507303,,0,0,,0,0,21013,0.423273957,7.604800687,30598,0.616348762,11.07370159,,0,0,40.3235753
80101,80101,49643.97087,0.101,1.807283763,40456,0.814922725,14.58214464,,0,0,,0,0,,0,0,,0,0,,0,0,14.58214464
80101B,80101,49643.97087,0.101,1.807283763,41219,0.830292164,14.85716383,,0,0,,0,0,,0,0,,0,0,,0,0,14.85716383
80103,80103,49643.97087,0.1,1.808801214,24943,0.502437649,9.088098291,,0,0,,0,0,,0,0,,0,0,,0,0,9.088098291
80103B,80103,49643.97087,0.1,1.808801214,24430,0.492104068,8.90118435,,0,0,,0,0,,0,0,,0,0,,0,0,8.90118435
80104,80104,49643.97087,0.101,1.789074355,18592,0.374506706,6.633864786,,0,0,,0,0,,0,0,,0,0,,0,0,6.633864786
80104B,80104,49643.97087,0.101,1.789074355,19071,0.38415541,6.804778149,,0,0,,0,0,,0,0,,0,0,,0,0,6.804778149
80106,80106,49643.97087,0.102,1.73292868,43651,0.879280993,14.93854167,,0,0,,0,0,,0,0,91387,1.84084791,31.27507978,,0,0,46.21362145
80106B,80106,49643.97087,0.102,1.73292868,45828,0.923133247,15.68356939,,0,0,,0,0,,0,0,94184,1.897189092,32.23228812,,0,0,47.91585751
80108,80108,49643.97087,0.1,1.75569044,92691,1.867114946,32.78075862,,0,0,,0,0,,0,0,,0,0,,0,0,32.78075862
80108B,80108,49643.97087,0.1,1.75569044,92703,1.867356667,32.78500249,,0,0,,0,0,,0,0,,0,0,,0,0,32.78500249
80110,80110,49643.97087,0.1,1.763277693,20178,0.406454191,7.166916078,,0,0,,0,0,,0,0,,0,0,,0,0,7.166916078
80110B,80110,49643.97087,0.1,1.763277693,20431,0.411550479,7.256777797,,0,0,,0,0,,0,0,,0,0,,0,0,7.256777797
80111,80111,34861.61414,0.1,1.773899848,50463,1.447523336,25.67761426,,0,0,,0,0,40396,1.158753001,20.55511773,142417,4.085209579,72.46752652,,0,0,118.7002585
80111B,80111,34861.61414,0.1,1.773899848,54768,1.571011594,27.86817229,,0,0,,0,0,43279,1.241451409,22.02210467,151386,4.342483954,77.03131627,,0,0,126.9215932
80112,80112,34861.61414,0.102,1.781487102,55742,1.598950633,27.92656794,,0,0,,0,0,,0,0,,0,0,,0,0,27.92656794
80112B,80112,34861.61414,0.102,1.781487102,58839,1.687787598,29.47815526,,0,0,,0,0,,0,0,,0,0,,0,0,29.47815526
80113,80113,34861.61414,0.101,1.801213961,44193,1.267669358,22.60736381,,0,0,,0,0,,0,0,,0,0,,0,0,22.60736381
80113B,80113,34861.61414,0.101,1.801213961,47230,1.354785232,24.16097103,,0,0,,0,0,,0,0,,0,0,,0,0,24.16097103
80114,80114,34861.61414,0.101,1.801213961,30433,0.87296589,15.56830047,,0,0,,0,0,,0,0,,0,0,,0,0,15.56830047
80114B,80114,34861.61414,0.101,1.801213961,31749,0.910715146,16.24151321,,0,0,,0,0,,0,0,,0,0,,0,0,16.24151321
80115,80115,34861.61414,0.103,1.808801214,39583,1.135432222,19.93952603,,0,0,,0,0,,0,0,,0,0,,0,0,19.93952603
80115B,80115,34861.61414,0.103,1.808801214,40641,1.165780788,20.47248257,,0,0,,0,0,,0,0,,0,0,,0,0,20.47248257
80116,80116,34861.61414,0.102,1.84522003,23350,0.669791132,12.11678444,,0,0,,0,0,,0,0,,0,0,,0,0,12.11678444
80116B,80116,34861.61414,0.102,1.84522003,23883,0.685080155,12.39336886,,0,0,,0,0,,0,0,,0,0,,0,0,12.39336886
80117,80117,34861.61414,0.1,1.807283763,103705,2.974761857,53.76238804,,0,0,,0,0,,0,0,22495,0.64526559,11.66178023,,0,0,65.42416827
80117B,80117,34861.61414,0.1,1.807283763,105521,3.026853536,54.70383249,,0,0,,0,0,,0,0,22323,0.640331796,11.57261258,,0,0,66.27644507
80118,80118,34861.61414,0.1,1.793626707,40997,1.175992593,21.09291722,,0,0,,0,0,,0,0,,0,0,,0,0,21.09291722
80118B,80118,34861.61414,0.1,1.793626707,41502,1.19047844,21.35273924,,0,0,,0,0,,0,0,,0,0,,0,0,21.35273924
80119,80119,34861.61414,0.065,1.789074355,16510,0.473586792,13.03510745,,0,0,,0,0,,0,0,,0,0,,0,0,13.03510745
80119B,80119,34861.61414,0.065,1.789074355,17473,0.501210298,13.79542293,,0,0,,0,0,,0,0,,0,0,,0,0,13.79542293
80120,80120,34861.61414,0.1,1.790591806,3916,0.112329853,2.011369148,,0,0,,0,0,,0,0,,0,0,,0,0,2.011369148
80120B,80120,34861.61414,0.1,1.790591806,3815,0.109432684,1.959492671,,0,0,,0,0,,0,0,,0,0,,0,0,1.959492671
80122,80122,34861.61414,0.102,1.79969651,44231,1.268759382,22.38609639,,0,0,,0,0,,0,0,,0,0,,0,0,22.38609639
80122B,80122,34861.61414,0.102,1.79969651,44561,1.278225381,22.55311526,,0,0,,0,0,,0,0,,0,0,,0,0,22.55311526
80123,80123,34861.61414,0.101,1.773899848,54560,1.565045146,27.48745889,,0,0,,0,0,,0,0,,0,0,,0,0,27.48745889
80123B,80123,34861.61414,0.101,1.773899848,55144,1.581797096,27.78167949,,0,0,,0,0,,0,0,,0,0,,0,0,27.78167949
80124,80124,34861.61414,0.1,1.773899848,7780,0.223168095,3.958778491,,0,0,,0,0,,0,0,,0,0,,0,0,3.958778491
80124B,80124,34861.61414,0.1,1.773899848,8142,0.233552008,4.142978724,,0,0,,0,0,,0,0,,0,0,,0,0,4.142978724
80127,80127,34861.61414,0.101,1.770864947,74484,2.136561999,37.46101734,,0,0,,0,0,,0,0,,0,0,,0,0,37.46101734
80127B,80127,34861.61414,0.101,1.770864947,74788,2.145282192,37.61391124,,0,0,,0,0,,0,0,,0,0,,0,0,37.61391124
80129B,80129,34861.61414,0.102,1.786039454,3742,0.10733869,1.879520938,,0,0,,0,0,,0,0,,0,0,,0,0,1.879520938
80130,80130,34861.61414,0.102,1.752655539,50982,1.462410771,25.12845429,,0,0,,0,0,,0,0,23819,0.683244324,11.74011715,,0,0,36.86857144
80130B,80130,34861.61414,0.102,1.752655539,49977,1.433582502,24.63310109,,0,0,,0,0,,0,0,23367,0.670278775,11.51733144,,0,0,36.15043253
80131,80131,34861.61414,0.102,1.770864947,58121,1.66719188,28.94482019,,0,0,,0,0,,0,0,,0,0,,0,0,28.94482019
80131B,80131,34861.61414,0.102,1.770864947,59299,1.700982627,29.53147559,,0,0,,0,0,,0,0,,0,0,,0,0,29.53147559
80132,80132,34861.61414,0.101,1.760242792,14510,0.416217102,7.253892608,,0,0,,0,0,,0,0,,0,0,,0,0,7.253892608
80132B,80132,34861.61414,0.101,1.760242792,14681,0.42112221,7.339379557,,0,0,,0,0,,0,0,,0,0,,0,0,7.339379557
80133,80133,34861.61414,0.102,1.789074355,9498,0.272448658,4.77873439,,0,0,,0,0,,0,0,,0,0,,0,0,4.77873439
80133B,80133,34861.61414,0.102,1.789074355,9678,0.27761193,4.869297897,,0,0,,0,0,,0,0,,0,0,,0,0,4.869297897
80134,80134,34861.61414,0.101,1.760242792,5933,0.170187186,2.966047198,,0,0,,0,0,,0,0,,0,0,,0,0,2.966047198
80134B,80134,34861.61414,0.101,1.760242792,6286,0.180312936,3.142520257,,0,0,,0,0,,0,0,,0,0,,0,0,3.142520257
80135,80135,34861.61414,0.1,1.772382398,45675,1.310180298,23.22140498,,0,0,,0,0,,0,0,50382,1.445199864,25.614468,,0,0,48.83587298
80135B,80135,34861.61414,0.1,1.772382398,45882,1.316118061,23.32664484,,0,0,,0,0,,0,0,50624,1.452141596,25.73750204,,0,0,49.06414689
80136,80136,34861.61414,0.102,1.749620637,60545,1.736723944,29.79027504,,0,0,,0,0,,0,0,39619,1.136464876,19.49394511,,0,0,49.28422015
80136B,80136,34861.61414,0.102,1.749620637,62134,1.782304163,30.57211907,,0,0,,0,0,,0,0,40110,1.150549135,19.73553443,,0,0,50.3076535
80138,80138,34861.61414,0.041,1.748103187,8686,0.249156564,10.62320448,,0,0,,0,0,,0,0,,0,0,,0,0,10.62320448
80138B,80138,34861.61414,0.041,1.748103187,8955,0.256872788,10.9521985,,0,0,,0,0,,0,0,,0,0,,0,0,10.9521985
80139,80139,34861.61414,0.101,1.743550835,42752,1.226334496,21.17006469,,0,0,,0,0,,0,0,,0,0,,0,0,21.17006469
80139B,80139,34861.61414,0.101,1.743550835,45036,1.291850682,22.30106272,,0,0,,0,0,,0,0,,0,0,,0,0,22.30106272
80140,80140,34861.61414,0.1,1.761760243,8053,0.230999057,4.069649552,,0,0,,0,0,,0,0,,0,0,,0,0,4.069649552
80140B,80140,34861.61414,0.1,1.761760243,8623,0.247349419,4.357703724,,0,0,,0,0,,0,0,,0,0,,0,0,4.357703724
80141,80141,34861.61414,0.102,1.716236722,14607,0.418999532,7.050023363,,0,0,,0,0,14047,0.402936019,6.779741096,137101,3.932720942,66.17137353,,0,0,80.00113799
80141B,80141,34861.61414,0.102,1.716236722,15087,0.432768257,7.281693879,,0,0,,0,0,14689,0.421351689,7.08960041,140001,4.015906993,67.57104956,,0,0,81.94234385
80142,80142,34861.61414,0.101,1.734446131,127715,3.663484987,62.91205306,,0,0,21548,0.618101041,10.61448475,72375,2.076065661,35.65172329,294581,8.450010342,145.1097796,8848,0.253803509,4.358500141,258.6465409
80142B,80142,34861.61414,0.101,1.734446131,128840,3.695755437,63.46622493,,0,0,23033,0.660698036,11.34599161,71084,2.039033526,35.01578029,290489,8.332631956,143.0940718,,0,0,252.9220686
80144,80144,34861.61414,0.101,1.728376328,46016,1.31996183,22.58802753,,0,0,,0,0,,0,0,,0,0,,0,0,22.58802753
80144B,80144,34861.61414,0.101,1.728376328,47053,1.349708015,23.09706319,,0,0,,0,0,,0,0,,0,0,,0,0,23.09706319
80145,80145,34861.61414,0.101,1.746585736,106904,3.066524676,53.02919068,,0,0,,0,0,,0,0,18906,0.542315681,9.378226062,,0,0,62.40741674
80145B,80145,34861.61414,0.101,1.746585736,105416,3.023841627,52.29107577,,0,0,,0,0,,0,0,18320,0.525506361,9.087543714,,0,0,61.37861949
80146,80146,34861.61414,0.1,1.738998483,35354,1.014124012,17.63560118,,0,0,,0,0,,0,0,,0,0,,0,0,17.63560118
80146B,80146,34861.61414,0.1,1.738998483,35547,1.019660187,17.73187518,,0,0,,0,0,,0,0,,0,0,,0,0,17.73187518
80147,80147,34861.61414,0.101,1.772382398,52852,1.516051431,26.60418683,,0,0,,0,0,,0,0,,0,0,,0,0,26.60418683
80147B,80147,34861.61414,0.101,1.772382398,53871,1.545281288,27.11712232,,0,0,,0,0,,0,0,,0,0,,0,0,27.11712232
80148,80148,34861.61414,0.101,1.764795144,33449,0.959479382,16.76519361,,0,0,,0,0,,0,0,,0,0,,0,0,16.76519361
80148B,80148,34861.61414,0.101,1.764795144,36572,1.049062154,18.33049301,,0,0,,0,0,,0,0,,0,0,,0,0,18.33049301
80149,80149,34861.61414,0.102,1.749620637,16609,0.476426592,8.172213694,,0,0,,0,0,,0,0,59192,1.697913349,29.12455133,,0,0,37.29676502
80149B,80149,34861.61414,0.102,1.749620637,16581,0.475623416,8.158436707,,0,0,,0,0,,0,0,59572,1.70881359,29.31152473,,0,0,37.46996143
80150,80150,34861.61414,0.1,1.746585736,186562,5.351502064,93.46857171,25258,0.724521817,12.6543947,194080,5.567154729,97.2351304,500000,14.34242253,250.5027061,931423,26.71772444,466.647964,92201,2.644771399,46.19320001,966.701967
80150B,80150,34861.61414,0.1,1.746585736,182781,5.243044665,91.57427025,23219,0.666033417,11.63284467,190381,5.461049487,95.38191138,488430,14.01053887,244.7060735,901521,25.8599902,451.6669002,89022,2.553582277,44.6005038,939.5625038
80151,80151,34861.61414,0.1,1.737481032,67886,1.947299392,33.83395756,15781,0.45267554,7.865151641,47498,1.362472771,23.67270595,260604,7.475385362,129.8834027,551380,15.81624987,274.8043414,28833,0.827070138,14.37018676,484.4297461
80151B,80151,34861.61414,0.1,1.737481032,76647,2.198607319,38.20038514,18530,0.531530179,9.235236038,50296,1.442732967,25.06721164,279303,8.01176328,139.2028673,595512,17.08216945,296.799454,30942,0.887566476,15.42129916,523.9264533
80152,80152,34861.61414,0.101,1.77693475,108006,3.098135375,54.50677631,24751,0.7099786,12.49094699,78217,2.243642526,39.4733304,290292,8.326981042,146.5000195,789549,22.64809073,398.4572221,39255,1.126023593,19.81059852,671.2388939
80152B,80152,34861.61414,0.101,1.77693475,103912,2.98069962,52.44068052,24727,0.709290164,12.47883505,77352,2.218830135,39.03679575,280932,8.058490892,141.7763613,769411,22.07043532,388.2942917,38380,1.100924353,19.36901723,653.3959816
80153,80153,34861.61414,0.101,1.742033384,44945,1.289240361,22.23663118,,0,0,,0,0,56837,1.630360539,28.12022263,129132,3.704131412,63.88832256,,0,0,114.2451764
80153B,80153,34861.61414,0.101,1.742033384,47197,1.353838632,23.35081281,,0,0,,0,0,59999,1.721062019,29.68462864,135976,3.900450492,67.27440563,,0,0,120.3098471
80154,80154,34861.61414,0.1,1.746585736,115064,3.300593012,57.64768675,25715,0.737630791,12.88335417,37216,1.067535194,18.64541742,450639,12.92650989,225.7725779,698366,20.0325205,349.8851457,17934,0.514434011,8.985031062,673.819213
80154B,80154,34861.61414,0.1,1.746585736,117260,3.363584932,58.74789463,29164,0.836564821,14.61132184,36922,1.059101849,18.49812183,460025,13.19574585,230.4750147,711135,20.39879729,356.2824838,17215,0.493809608,8.624808171,687.239645
80155,80155,34861.61414,0.102,1.737481032,54733,1.570007625,26.74371047,,0,0,,0,0,31123,0.892758433,15.20736121,77300,2.217338523,37.7704277,,0,0,79.72149937
80155B,80155,34861.61414,0.102,1.737481032,54118,1.552366445,26.44320836,,0,0,,0,0,31022,0.889861263,15.15801045,76307,2.188854472,37.28522673,,0,0,78.88644554
80157,80157,34861.61414,0.1,1.738998483,86583,2.48361994,43.19011306,,0,0,,0,0,,0,0,,0,0,,0,0,43.19011306
80157B,80157,34861.61414,0.1,1.738998483,87931,2.522287111,43.86253458,,0,0,,0,0,,0,0,,0,0,,0,0,43.86253458
80160,80160,34861.61414,0.1,1.764795144,82640,2.370515596,41.83474412,,0,0,,0,0,,0,0,17800,0.510590242,9.010871798,,0,0,50.84561592
80160B,80160,34861.61414,0.1,1.764795144,87278,2.503555907,44.18263308,,0,0,,0,0,,0,0,18501,0.530698318,9.365738154,,0,0,53.54837123
80161,80161,34861.61414,0.1,1.734446131,6428,0.184386184,3.198079034,,0,0,,0,0,59844,1.716615868,29.77377749,60735,1.742174065,30.21707065,,0,0,63.18892718
80161B,80161,34861.61414,0.1,1.734446131,6353,0.182234821,3.160764795,,0,0,,0,0,59984,1.720631746,29.84343074,60206,1.726999782,29.95388089,,0,0,62.95807642
80162,80162,34861.61414,0.101,1.751138088,116572,3.343849758,57.97567002,,0,0,,0,0,182745,5.24201201,90.8860088,508523,14.58690346,252.907745,12319,0.353368606,6.126705204,407.896129
80162B,80162,34861.61414,0.101,1.751138088,115108,3.301855145,57.24756738,,0,0,,0,0,180940,5.190235865,89.98831395,503373,14.43917651,250.3464549,13022,0.373534052,6.476333725,404.05867
80163,80163,34861.61414,0.101,1.745068285,74600,2.139889441,36.97280394,,0,0,,0,0,283395,8.129141666,140.4545278,369859,10.60934811,183.3072962,,0,0,360.7346279
80163B,80163,34861.61414,0.101,1.745068285,74283,2.130796346,36.81569431,10925,0.313381932,5.414582883,,0,0,280953,8.059093274,139.2442384,369256,10.59205115,183.0084409,,0,0,364.4829565
80164,80164,34861.61414,0.101,1.766312595,139183,3.99244279,69.82081172,,0,0,,0,0,142474,4.086844615,71.47173383,276039,7.918135945,138.4742896,,0,0,279.7668351
80164B,80164,34861.61414,0.101,1.766312595,138064,3.960344448,69.25946811,,0,0,,0,0,139549,4.002941443,70.00441473,272976,7.830274265,136.9377431,,0,0,276.201626
80165,80165,34861.61414,0.1,1.737481032,75649,2.169979844,37.70298818,,0,0,,0,0,,0,0,16432,0.471349374,8.189605967,,0,0,45.89259415
80165B,80165,34861.61414,0.1,1.737481032,73001,2.094022374,36.38324155,,0,0,,0,0,,0,0,15483,0.444127456,7.716630306,,0,0,44.09987186
80167,80167,34861.61414,0.096,1.731411229,35240,1.01085394,18.23129023,,0,0,,0,0,,0,0,,0,0,,0,0,18.23129023
80167B,80167,34861.61414,0.096,1.731411229,33693,0.966478485,17.43095522,,0,0,,0,0,,0,0,,0,0,,0,0,17.43095522
80168,80168,34861.61414,0.099,1.717754173,65718,1.885110648,32.70865335,,0,0,,0,0,,0,0,,0,0,,0,0,32.70865335
80168B,80168,34861.61414,0.099,1.717754173,67094,1.924580994,33.3935054,,0,0,,0,0,,0,0,,0,0,,0,0,33.3935054
80170,80170,34861.61414,0.098,1.722306525,3814,0.109403999,1.922726749,,0,0,,0,0,,0,0,,0,0,,0,0,1.922726749
80170B,80170,34861.61414,0.098,1.722306525,3712,0.106478145,1.87130616,,0,0,,0,0,,0,0,,0,0,,0,0,1.87130616
80171,80171,34861.61414,0.101,1.726858877,76124,2.183605145,37.33443494,,0,0,,0,0,,0,0,,0,0,,0,0,37.33443494
80171B,80171,34861.61414,0.101,1.726858877,75527,2.166480293,37.04164085,,0,0,,0,0,,0,0,,0,0,,0,0,37.04164085
80173,80173,18567.48448,0.1,1.795144158,226828,12.21640983,219.3021674,,0,0,,0,0,18341,0.987802091,17.73247153,120519,6.490863107,116.5203499,13252,0.713720807,12.81231736,366.3673062
80173B,80173,18567.48448,0.1,1.795144158,221717,11.94114368,214.3607432,12932,0.696486377,12.50293451,,0,0,18498,0.996257733,17.8842625,116110,6.253404985,112.2576343,13048,0.702733858,12.6150858,369.6206603
80174,80174,18567.48448,0.073,1.808801214,16291,0.877394028,21.74015593,,0,0,,0,0,,0,0,,0,0,,0,0,21.74015593
80174B,80174,18567.48448,0.073,1.808801214,16141,0.869315389,21.53998262,,0,0,,0,0,,0,0,,0,0,,0,0,21.53998262
80175,80175,18567.48448,0.103,1.840667678,112024,6.033342865,107.8192156,,0,0,,0,0,,0,0,,0,0,,0,0,107.8192156
80175B,80175,18567.48448,0.103,1.840667678,108648,5.851519635,104.5699326,,0,0,,0,0,,0,0,,0,0,,0,0,104.5699326
80176,80176,18567.48448,0.009,1.820940819,6360,0.342534284,69.30385107,,0,0,,0,0,,0,0,,0,0,,0,0,69.30385107
80176B,80176,18567.48448,0.009,1.820940819,6567,0.353682805,71.55949528,,0,0,,0,0,,0,0,,0,0,,0,0,71.55949528
80177,80177,18567.48448,0.102,1.807283763,50992,2.746306321,48.66034141,,0,0,,0,0,,0,0,,0,0,,0,0,48.66034141
80177B,80177,18567.48448,0.102,1.807283763,52462,2.825476981,50.06312424,,0,0,,0,0,,0,0,,0,0,,0,0,50.06312424
80180,80180,18567.48448,0.101,1.830045524,35537,1.91393724,34.67913147,,0,0,,0,0,,0,0,,0,0,,0,0,34.67913147
80180B,80180,18567.48448,0.101,1.830045524,36334,1.956861741,35.45689177,,0,0,,0,0,,0,0,,0,0,,0,0,35.45689177
80181,80181,18567.48448,0.1,1.837632777,23489,1.265060974,23.24717511,,0,0,,0,0,,0,0,,0,0,,0,0,23.24717511
80181B,80181,18567.48448,0.1,1.837632777,23658,1.274162907,23.41443521,,0,0,,0,0,,0,0,,0,0,,0,0,23.41443521
80182,80182,18567.48448,0.098,1.798179059,47965,2.583279391,47.39998883,,0,0,,0,0,,0,0,13319,0.717329265,13.16210677,,0,0,60.5620956
80182B,80182,18567.48448,0.098,1.798179059,47800,2.574392888,47.23693247,,0,0,,0,0,,0,0,,0,0,,0,0,47.23693247
80183,80183,18567.48448,0.1,1.783004552,117686,6.33828455,113.0119021,,0,0,,0,0,98548,5.307557958,94.634,312097,16.80879283,299.7015414,,0,0,507.3474434
80183B,80183,18567.48448,0.1,1.783004552,117875,6.348463634,113.1933956,,0,0,,0,0,96537,5.19925034,92.70287026,309258,16.65589113,296.975297,,0,0,502.8715629
80185,80185,18567.48448,0.099,1.790591806,20581,1.108443097,20.048173,,0,0,,0,0,,0,0,,0,0,,0,0,20.048173
